시도,시군구,행정구역명,행정동(행정기관명),법정동,법정동코드
서울특별시,영등포구,당산1동,당산제1동,당산동2가,1156011200
서울특별시,영등포구,당산1동,당산제1동,당산동3가,1156011300
서울특별시,영등포구,당산2동,당산제2동,당산동4가,1156011400
서울특별시,영등포구,당산2동,당산제2동,당산동5가,1156011500
서울특별시,영등포구,당산2동,당산제2동,당산동6가,1156011600
서울특별시,영등포구,당산2동,당산제2동,당산동,1156011700
서울특별시,영등포구,도림동,도림동,도림동,1156011800
서울특별시,영등포구,문래동,문래동,문래동1가,1156011900
서울특별시,영등포구,문래동,문래동,문래동2가,1156012000
서울특별시,영등포구,문래동,문래동,문래동3가,1156012100
서울특별시,영등포구,문래동,문래동,문래동4가,1156012200
서울특별시,영등포구,문래동,문래동,문래동5가,1156012300
서울특별시,영등포구,문래동,문래동,문래동6가,1156012400
서울특별시,영등포구,양평1동,양평제1동,양평동1가,1156012500
서울특별시,영등포구,양평1동,양평제1동,양평동2가,1156012600
서울특별시,영등포구,양평1동,양평제1동,양평동3가,1156012700
서울특별시,영등포구,양평2동,양평제2동,양평동3가,1156012700
서울특별시,영등포구,양평2동,양평제2동,양평동4가,1156012800
서울특별시,영등포구,양평2동,양평제2동,양평동5가,1156012900
서울특별시,영등포구,양평2동,양평제2동,양평동6가,1156013000
서울특별시,영등포구,양평2동,양평제2동,양화동,1156013100
서울특별시,영등포구,양평2동,양평제2동,양평동,1156013400
서울특별시,영등포구,신길1동,신길제1동,신길동,1156013200
서울특별시,영등포구,신길3동,신길제3동,신길동,1156013200
서울특별시,영등포구,신길4동,신길제4동,신길동,1156013200
서울특별시,영등포구,신길5동,신길제5동,신길동,1156013200
서울특별시,영등포구,신길5동,신길제5동,대림동,1156013300
서울특별시,영등포구,신길6동,신길제6동,신길동,1156013200
서울특별시,영등포구,신길7동,신길제7동,신길동,1156013200
서울특별시,영등포구,대림1동,대림제1동,대림동,1156013300
서울특별시,영등포구,대림2동,대림제2동,대림동,1156013300
서울특별시,영등포구,대림3동,대림제3동,대림동,1156013300
서울특별시,동작구,동작구,동작구,동작구,1159000000
서울특별시,동작구,노량진1동,노량진제1동,노량진동,1159010100
서울특별시,동작구,노량진1동,노량진제1동,본동,1159010400
서울특별시,동작구,노량진2동,노량진제2동,노량진동,1159010100
서울특별시,동작구,상도1동,상도제1동,상도동,1159010200
서울특별시,동작구,상도1동,상도제1동,상도1동,1159010300
서울특별시,동작구,상도2동,상도제2동,상도동,1159010200
서울특별시,동작구,상도3동,상도제3동,상도동,1159010200
서울특별시,동작구,상도4동,상도제4동,상도동,1159010200
서울특별시,동작구,흑석동,흑석동,흑석동,1159010500
서울특별시,동작구,사당1동,사당제1동,사당동,1159010700
서울특별시,동작구,사당2동,사당제2동,동작동,1159010600
서울특별시,동작구,사당2동,사당제2동,사당동,1159010700
서울특별시,동작구,사당3동,사당제3동,사당동,1159010700
서울특별시,동작구,사당4동,사당제4동,사당동,1159010700
서울특별시,동작구,사당5동,사당제5동,사당동,1159010700
서울특별시,동작구,대방동,대방동,대방동,1159010800
서울특별시,동작구,신대방1동,신대방제1동,신대방동,1159010900
서울특별시,동작구,신대방2동,신대방제2동,신대방동,1159010900
서울특별시,관악구,관악구,관악구,관악구,1162000000
서울특별시,관악구,보라매동,보라매동,봉천동,1162010100
서울특별시,관악구,청림동,청림동,봉천동,1162010100
서울특별시,관악구,성현동,성현동,봉천동,1162010100
서울특별시,관악구,행운동,행운동,봉천동,1162010100
서울특별시,관악구,낙성대동,낙성대동,봉천동,1162010100
서울특별시,관악구,청룡동,청룡동,봉천동,1162010100
서울특별시,관악구,은천동,은천동,봉천동,1162010100
서울특별시,관악구,중앙동,중앙동,봉천동,1162010100
서울특별시,관악구,인헌동,인헌동,봉천동,1162010100
서울특별시,관악구,남현동,남현동,남현동,1162010300
서울특별시,관악구,서원동,서원동,신림동,1162010200
서울특별시,관악구,신원동,신원동,신림동,1162010200
서울특별시,관악구,서림동,서림동,신림동,1162010200
서울특별시,관악구,신사동,신사동,신림동,1162010200
서울특별시,관악구,신림동,신림동,신림동,1162010200
서울특별시,관악구,난향동,난향동,신림동,1162010200
서울특별시,관악구,조원동,조원동,신림동,1162010200
서울특별시,관악구,대학동,대학동,신림동,1162010200
서울특별시,관악구,삼성동,삼성동,신림동,1162010200
서울특별시,관악구,미성동,미성동,신림동,1162010200
서울특별시,관악구,난곡동,난곡동,신림동,1162010200
서울특별시,서초구,서초구,서초구,서초구,1165000000
서울특별시,서초구,서초1동,서초1동,서초동,1165010800
서울특별시,서초구,서초2동,서초2동,서초동,1165010800
서울특별시,서초구,서초3동,서초3동,방배동,1165010100
서울특별시,서초구,서초3동,서초3동,서초동,1165010800
서울특별시,서초구,서초4동,서초4동,서초동,1165010800
서울특별시,서초구,잠원동,잠원동,잠원동,1165010600
서울특별시,서초구,반포본동,반포본동,반포동,1165010700
서울특별시,서초구,반포1동,반포1동,반포동,1165010700
서울특별시,서초구,반포2동,반포2동,반포동,1165010700
서울특별시,서초구,반포3동,반포3동,잠원동,1165010600
서울특별시,서초구,반포4동,반포4동,반포동,1165010700
서울특별시,서초구,방배본동,방배본동,방배동,1165010100
서울특별시,서초구,방배1동,방배1동,방배동,1165010100
서울특별시,서초구,방배2동,방배2동,방배동,1165010100
서울특별시,서초구,방배3동,방배3동,방배동,1165010100
서울특별시,서초구,방배4동,방배4동,방배동,1165010100
서울특별시,서초구,양재1동,양재1동,양재동,1165010200
서울특별시,서초구,양재1동,양재1동,우면동,1165010300
서울특별시,서초구,양재2동,양재2동,양재동,1165010200
서울특별시,서초구,양재2동,양재2동,원지동,1165010400
서울특별시,서초구,내곡동,내곡동,내곡동,1165010900
서울특별시,서초구,내곡동,내곡동,염곡동,1165011000
서울특별시,서초구,내곡동,내곡동,신원동,1165011100
서울특별시,강남구,강남구,강남구,강남구,1168000000
서울특별시,강남구,신사동,신사동,신사동,1168010700
서울특별시,강남구,신사동,신사동,압구정동,1168011000
서울특별시,강남구,논현1동,논현1동,논현동,1168010800
서울특별시,강남구,논현2동,논현2동,논현동,1168010800
서울특별시,강남구,압구정동,압구정동,신사동,1168010700
서울특별시,강남구,압구정동,압구정동,압구정동,1168011000
서울특별시,강남구,청담동,청담동,청담동,1168010400
서울특별시,강남구,삼성1동,삼성1동,삼성동,1168010500
서울특별시,강남구,삼성2동,삼성2동,삼성동,1168010500
서울특별시,강남구,대치1동,대치1동,대치동,1168010600
서울특별시,강남구,대치2동,대치2동,대치동,1168010600
서울특별시,강남구,대치4동,대치4동,대치동,1168010600
서울특별시,강남구,역삼1동,역삼1동,역삼동,1168010100
서울특별시,강남구,역삼2동,역삼2동,역삼동,1168010100
서울특별시,강남구,도곡1동,도곡1동,도곡동,1168011800
서울특별시,강남구,도곡2동,도곡2동,도곡동,1168011800
서울특별시,강남구,개포1동,개포1동,개포동,1168010300
서울특별시,강남구,개포2동,개포2동,개포동,1168010300
서울특별시,강남구,개포2동,개포2동,일원동,1168011400
서울특별시,강남구,개포4동,개포4동,개포동,1168010300
서울특별시,강남구,세곡동,세곡동,세곡동,1168011100
서울특별시,강남구,세곡동,세곡동,자곡동,1168011200
서울특별시,강남구,세곡동,세곡동,율현동,1168011300
서울특별시,강남구,일원본동,일원본동,일원동,1168011400
서울특별시,강남구,일원본동,일원본동,수서동,1168011500
서울특별시,강남구,일원1동,일원1동,일원동,1168011400
서울특별시,강남구,일원1동,일원1동,수서동,1168011500
서울특별시,강남구,일원2동,일원2동,개포동,1168010300
서울특별시,강남구,일원2동,일원2동,대치동,1168010600
서울특별시,강남구,일원2동,일원2동,일원동,1168011400
서울특별시,강남구,수서동,수서동,수서동,1168011500
서울특별시,송파구,송파구,송파구,송파구,1171000000
서울특별시,송파구,풍납1동,풍납1동,풍납동,1171010300
서울특별시,송파구,풍납2동,풍납2동,풍납동,1171010300
서울특별시,송파구,거여1동,거여1동,거여동,1171011300
서울특별시,송파구,거여2동,거여2동,거여동,1171011300
서울특별시,송파구,마천1동,마천1동,마천동,1171011400
서울특별시,송파구,마천2동,마천2동,마천동,1171011400
서울특별시,송파구,방이1동,방이1동,방이동,1171011100
서울특별시,송파구,방이2동,방이2동,방이동,1171011100
서울특별시,송파구,오륜동,오륜동,방이동,1171011100
서울특별시,송파구,오금동,오금동,오금동,1171011200
서울특별시,송파구,송파1동,송파1동,송파동,1171010400
서울특별시,송파구,송파2동,송파2동,송파동,1171010400
서울특별시,송파구,석촌동,석촌동,석촌동,1171010500
서울특별시,송파구,삼전동,삼전동,삼전동,1171010600
서울특별시,송파구,가락본동,가락본동,가락동,1171010700
서울특별시,송파구,가락1동,가락1동,가락동,1171010700
서울특별시,송파구,가락2동,가락2동,가락동,1171010700
서울특별시,송파구,문정1동,문정1동,문정동,1171010800
서울특별시,송파구,문정2동,문정2동,문정동,1171010800
서울특별시,송파구,문정2동,문정2동,장지동,1171010900
서울특별시,송파구,장지동,장지동,문정동,1171010800
서울특별시,송파구,장지동,장지동,장지동,1171010900
서울특별시,송파구,위례동,위례동,장지동,1171010900
서울특별시,송파구,위례동,위례동,거여동,1171011300
서울특별시,송파구,잠실본동,잠실본동,잠실동,1171010100
서울특별시,송파구,잠실2동,잠실2동,잠실동,1171010100
서울특별시,송파구,잠실3동,잠실3동,잠실동,1171010100
서울특별시,송파구,잠실4동,잠실4동,신천동,1171010200
서울특별시,송파구,잠실6동,잠실6동,신천동,1171010200
서울특별시,송파구,잠실7동,잠실7동,잠실동,1171010100
서울특별시,강동구,강동구,강동구,강동구,1174000000
서울특별시,강동구,강일동,강일동,상일동,1174010300
서울특별시,강동구,강일동,강일동,강일동,1174011000
서울특별시,강동구,상일동,상일동,상일동,1174010300
서울특별시,강동구,명일1동,명일제1동,명일동,1174010100
서울특별시,강동구,명일2동,명일제2동,명일동,1174010100
서울특별시,강동구,고덕1동,고덕제1동,고덕동,1174010200
서울특별시,강동구,고덕2동,고덕제2동,고덕동,1174010200
서울특별시,강동구,암사1동,암사제1동,암사동,1174010700
서울특별시,강동구,암사2동,암사제2동,암사동,1174010700
서울특별시,강동구,암사3동,암사제3동,암사동,1174010700
서울특별시,강동구,천호1동,천호제1동,천호동,1174010900
서울특별시,강동구,천호2동,천호제2동,천호동,1174010900
서울특별시,강동구,천호3동,천호제3동,천호동,1174010900
서울특별시,강동구,성내1동,성내제1동,성내동,1174010800
서울특별시,강동구,성내2동,성내제2동,성내동,1174010800
서울특별시,강동구,성내3동,성내제3동,성내동,1174010800
서울특별시,강동구,길동,길동,길동,1174010500
서울특별시,강동구,둔촌1동,둔촌제1동,둔촌동,1174010600
서울특별시,강동구,둔촌2동,둔촌제2동,둔촌동,1174010600
